status_date_key,customer_id,customer_status,churn_reason,competitor_name
20251102,C1000188,Active,Better Competitor Offer,
20251102,C1000189,Active,Network Issue,Vi
20251102,C1000190,Active,Network Issue,
20251102,C1000191,Active,,Airtel
20251102,C1000192,Churned,,Airtel
20251102,C1000193,Active,Better Competitor Offer,Airtel
20251102,C1000194,Active,Price Too High,Vi
20251102,C1000195,Active,Price Too High,Vi
20251102,C1000196,Active,Low Usage,Airtel
20251102,C1000197,Active,,
20251102,C1000198,Active,,Airtel
20251102,C1000199,Active,Low Usage,Jio
20251102,C1000200,Active,Better Competitor Offer,Jio
20251102,C1000201,Active,Network Issue,
20251102,C1000202,Active,Network Issue,BSNL
20251102,C1000203,Active,,Vi
20251102,C1000204,Active,Better Competitor Offer,BSNL
20251102,C1000205,Active,Network Issue,BSNL
20251102,C1000206,Active,Network Issue,
20251102,C1000207,Active,Better Competitor Offer,Airtel
20251102,C1000208,Active,Network Issue,Vi
20251102,C1000209,Churned,Network Issue,Jio
20251102,C1000210,Active,Better Competitor Offer,
20251102,C1000211,Active,Better Competitor Offer,
20251102,C1000212,Suspended,Better Competitor Offer,BSNL
20251102,C1000213,Active,Network Issue,Airtel
20251102,C1000214,Active,Low Usage,Airtel
20251102,C1000215,Active,Network Issue,Airtel
20251102,C1000216,Active,Price Too High,Jio
20251102,C1000217,Active,Low Usage,Airtel
20251102,C1000218,Active,Better Competitor Offer,Jio
20251102,C1000219,Active,Low Usage,
20251102,C1000220,Active,Better Competitor Offer,Airtel
20251102,C1000221,Active,Better Competitor Offer,
20251102,C1000222,Active,Network Issue,Vi
20251102,C1000223,Active,Price Too High,Jio
20251102,C1000224,Active,Price Too High,Jio
20251102,C1000225,Active,Network Issue,
20251102,C1000226,Active,,BSNL
20251102,C1000227,Active,Price Too High,Jio
20251102,C1000228,Active,,Jio
20251102,C1000229,Active,Better Competitor Offer,Vi
20251102,C1000230,Active,Low Usage,Airtel
20251102,C1000231,Active,Better Competitor Offer,Jio
20251102,C1000232,Active,Better Competitor Offer,Vi
20251102,C1000233,Active,Price Too High,Vi
20251102,C1000234,Active,Network Issue,Airtel
20251102,C1000235,Active,Low Usage,
20251102,C1000236,Active,Price Too High,Vi
20251102,C1000237,Active,Network Issue,
20251102,C1000238,Active,Better Competitor Offer,Jio
20251102,C1000239,Active,Network Issue,Jio
20251102,C1000240,Active,,Jio
20251102,C1000241,Active,,Airtel
20251102,C1000242,Active,,
20251102,C1000243,Suspended,Price Too High,
20251102,C1000244,Active,Network Issue,BSNL
20251102,C1000245,Active,,Airtel
20251102,C1000246,Active,Price Too High,BSNL
20251102,C1000247,Active,,Vi
20251102,C1000248,Active,,Jio
20251102,C1000249,Active,,Airtel
20251102,C1000250,Active,Price Too High,Vi
20251102,C1000251,Active,Price Too High,Jio
20251102,C1000252,Active,,Jio
20251102,C1000253,Active,Price Too High,Jio
20251102,C1000254,Active,Network Issue,Vi
20251102,C1000255,Active,Better Competitor Offer,Jio
20251102,C1000256,Active,,Vi
20251102,C1000257,Active,Better Competitor Offer,Airtel
20251102,C1000258,Active,Better Competitor Offer,Airtel
20251102,C1000259,Active,Network Issue,BSNL
20251102,C1000260,Active,Better Competitor Offer,Airtel
20251102,C1000261,Active,,Airtel
20251102,C1000262,Active,Network Issue,
20251102,C1000263,Active,Better Competitor Offer,Airtel
20251102,C1000264,Active,,
20251102,C1000265,Active,Low Usage,Airtel
20251102,C1000266,Active,Better Competitor Offer,Jio
20251102,C1000267,Suspended,Low Usage,Vi
20251102,C1000268,Active,Price Too High,Jio
20251102,C1000269,Active,Price Too High,Jio
20251102,C1000270,Active,Low Usage,Jio
20251102,C1000271,Active,Low Usage,Jio
20251102,C1000272,Active,,Vi
20251102,C1000273,Active,,BSNL
20251102,C1000274,Active,Better Competitor Offer,
20251102,C1000275,Active,Better Competitor Offer,Jio
20251102,C1000276,Active,Low Usage,Vi
20251102,C1000277,Active,Better Competitor Offer,Jio
20251102,C1000278,Active,Low Usage,Vi
20251102,C1000279,Active,Low Usage,
20251102,C1000280,Active,,Jio
20251102,C1000281,Active,Price Too High,
20251102,C1000282,Active,Price Too High,BSNL
20251102,C1000283,Active,Network Issue,BSNL
20251102,C1000284,Active,Better Competitor Offer,Vi
20251102,C1000285,Active,Network Issue,BSNL
20251102,C1000286,Active,Price Too High,
20251102,C1000287,Active,Better Competitor Offer,BSNL
20251102,C1000288,Active,Price Too High,Airtel
20251102,C1000289,Active,Better Competitor Offer,Vi
20251102,C1000290,Active,Network Issue,Airtel
20251102,C1000291,Active,Network Issue,
20251102,C1000292,Active,Low Usage,
20251102,C1000293,Active,Price Too High,Vi
20251102,C1000294,Active,Network Issue,BSNL
20251102,C1000295,Active,Better Competitor Offer,
20251102,C1000296,Active,Low Usage,Jio
20251102,C1000297,Active,Network Issue,Vi
20251102,C1000298,Active,Better Competitor Offer,Airtel
20251102,C1000299,Active,Network Issue,BSNL
20251102,C1000300,Active,Network Issue,Airtel
20251102,C1000301,Churned,Better Competitor Offer,Vi
20251102,C1000302,Active,Better Competitor Offer,Airtel
20251102,C1000303,Active,Better Competitor Offer,Jio
20251102,C1000304,Active,Low Usage,Jio
20251102,C1000305,Churned,,Jio
20251102,C1000306,Active,Better Competitor Offer,Jio
20251102,C1000307,Active,Price Too High,Airtel
20251102,C1000308,Active,Low Usage,Vi
20251102,C1000309,Active,Price Too High,Jio
20251102,C1000310,Active,Price Too High,Vi
20251102,C1000311,Active,Network Issue,Vi
20251102,C1000312,Active,Network Issue,Jio
20251102,C1000313,Active,,Airtel
20251102,C1000314,Active,Low Usage,BSNL
20251102,C1000315,Active,Better Competitor Offer,Jio
20251102,C1000316,Active,Price Too High,Jio
20251102,C1000317,Active,Network Issue,
20251102,C1000318,Active,Network Issue,Vi
20251102,C1000319,Active,Price Too High,Airtel
20251102,C1000320,Active,Better Competitor Offer,Vi
20251102,C1000321,Active,Low Usage,BSNL
20251102,C1000322,Active,Better Competitor Offer,BSNL
20251102,C1000323,Active,Price Too High,Airtel
20251102,C1000324,Active,,Airtel
20251102,C1000325,Active,Low Usage,Vi
20251102,C1000326,Active,Better Competitor Offer,Jio
20251102,C1000327,Active,Better Competitor Offer,
20251102,C1000328,Active,Price Too High,Airtel
20251102,C1000329,Active,Network Issue,Airtel
20251102,C1000330,Active,Price Too High,
20251102,C1000331,Active,Low Usage,Jio
20251102,C1000332,Active,Network Issue,Jio
20251102,C1000333,Active,Network Issue,Vi
20251102,C1000334,Active,Network Issue,Airtel
20251102,C1000335,Active,Network Issue,BSNL
20251102,C1000336,Active,,Jio
20251102,C1000337,Active,Low Usage,Airtel
20251102,C1000338,Churned,Price Too High,Jio
20251102,C1000339,Active,Network Issue,Vi
20251102,C1000340,Active,Price Too High,Jio
20251102,C1000341,Active,Price Too High,Airtel
20251102,C1000342,Active,Network Issue,BSNL
20251102,C1000343,Active,Price Too High,
20251102,C1000344,Active,Price Too High,Vi
20251102,C1000345,Active,Better Competitor Offer,Airtel
20251102,C1000346,Active,Better Competitor Offer,Vi
20251102,C1000347,Active,Network Issue,Vi
20251102,C1000348,Active,Price Too High,
20251102,C1000349,Active,Better Competitor Offer,
20251102,C1000350,Active,Better Competitor Offer,
20251102,C1000351,Active,,BSNL
20251102,C1000352,Active,Better Competitor Offer,Jio
20251102,C1000353,Active,Network Issue,Vi
20251102,C1000354,Active,Network Issue,BSNL
20251102,C1000355,Active,Better Competitor Offer,
20251102,C1000356,Active,Network Issue,
20251102,C1000357,Active,Better Competitor Offer,Airtel
20251102,C1000358,Active,,Vi
20251102,C1000359,Active,Better Competitor Offer,Jio
20251102,C1000360,Active,Price Too High,Vi
20251102,C1000361,Active,Better Competitor Offer,Airtel
20251102,C1000362,Active,Price Too High,
20251102,C1000363,Active,Better Competitor Offer,
20251102,C1000364,Active,,BSNL
20251102,C1000365,Active,Price Too High,Jio
20251102,C1000366,Active,,Airtel
20251102,C1000367,Active,,Vi
20251102,C1000368,Active,Network Issue,Jio
20251102,C1000369,Active,Network Issue,Jio
20251102,C1000370,Active,Network Issue,
20251102,C1000371,Active,Network Issue,Jio
20251102,C1000372,Active,Network Issue,Jio
20251102,C1000373,Active,Better Competitor Offer,Vi
20251102,C1000374,Active,Network Issue,
20251102,C1000375,Active,Price Too High,BSNL
20251102,C1000376,Active,Low Usage,
20251102,C1000377,Active,Network Issue,BSNL
20251102,C1000378,Active,Low Usage,Airtel
20251102,C1000379,Active,Price Too High,
20251102,C1000380,Active,Network Issue,Airtel
20251102,C1000381,Active,Better Competitor Offer,Airtel
20251102,C1000382,Active,Better Competitor Offer,Airtel
20251102,C1000383,Active,,BSNL
20251102,C1000384,Active,Low Usage,
20251102,C1000385,Active,Low Usage,Airtel
20251102,C1000386,Active,Price Too High,Airtel
20251102,C1000387,Active,Network Issue,
20251102,C1000388,Active,Low Usage,Jio
20251102,C1000389,Active,Low Usage,BSNL
20251102,C1000390,Active,,Airtel
20251102,C1000391,Active,Price Too High,Airtel
20251102,C1000392,Active,Price Too High,Airtel
20251102,C1000393,Active,Low Usage,Airtel
20251102,C1000394,Active,Price Too High,BSNL
20251102,C1000395,Active,,
20251102,C1000396,Active,,Airtel
20251102,C1000397,Active,Price Too High,BSNL
20251102,C1000398,Active,Low Usage,Vi
20251102,C1000399,Active,Low Usage,Airtel
20251102,C1000400,Active,Network Issue,Vi
20251102,C1000401,Active,,Vi
20251102,C1000402,Active,Better Competitor Offer,Jio
20251102,C1000403,Active,Low Usage,Airtel
20251102,C1000404,Active,Price Too High,
20251102,C1000405,Active,,Vi
20251102,C1000406,Active,Price Too High,Airtel
20251102,C1000407,Active,Network Issue,Jio
20251102,C1000408,Suspended,,Jio
20251102,C1000409,Active,Network Issue,Airtel
20251102,C1000410,Active,Price Too High,Jio
20251102,C1000411,Active,,Jio
20251102,C1000412,Active,,Airtel
20251102,C1000413,Active,Better Competitor Offer,Vi
20251102,C1000414,Churned,Better Competitor Offer,Jio
20251102,C1000415,Active,Price Too High,Jio
20251102,C1000416,Active,Price Too High,Jio
20251102,C1000417,Active,Price Too High,Jio
20251102,C1000418,Active,Better Competitor Offer,Jio
20251102,C1000419,Active,Low Usage,Airtel
20251102,C1000420,Active,Low Usage,Airtel
20251102,C1000421,Active,Low Usage,Airtel
20251102,C1000422,Active,Network Issue,BSNL
20251102,C1000423,Active,Price Too High,Airtel
20251102,C1000424,Active,Network Issue,Jio
20251102,C1000425,Active,Better Competitor Offer,Jio
20251102,C1000426,Active,Price Too High,
20251102,C1000427,Active,,
20251102,C1000428,Active,Price Too High,Jio
20251102,C1000429,Active,Network Issue,Jio
20251102,C1000430,Active,Network Issue,Airtel
20251102,C1000431,Active,Low Usage,Airtel
20251102,C1000432,Active,Better Competitor Offer,Airtel
20251102,C1000433,Active,Network Issue,Airtel
20251102,C1000434,Active,Network Issue,Jio
20251102,C1000435,Active,Low Usage,Jio
20251102,C1000436,Active,Network Issue,Vi
20251102,C1000437,Active,Low Usage,
20251102,C1000438,Active,Low Usage,Jio
20251102,C1000439,Active,Network Issue,Vi
20251102,C1000440,Active,Network Issue,Airtel
20251102,C1000441,Active,,Jio
20251102,C1000442,Active,Price Too High,
20251102,C1000443,Active,Price Too High,Airtel
20251102,C1000444,Active,Low Usage,Vi
20251102,C1000445,Active,,Airtel
20251102,C1000446,Active,,Jio
20251102,C1000447,Active,Low Usage,Vi
20251102,C1000448,Active,Price Too High,Airtel
20251102,C1000449,Active,Network Issue,Jio
20251102,C1000450,Churned,Low Usage,Vi
20251102,C1000451,Active,Better Competitor Offer,Jio
20251102,C1000452,Active,Price Too High,Jio
20251102,C1000453,Active,,BSNL
20251102,C1000454,Active,Network Issue,Jio
20251102,C1000455,Active,Price Too High,Vi
20251102,C1000456,Active,Network Issue,
20251102,C1000457,Active,Price Too High,Jio
20251102,C1000458,Active,Network Issue,Airtel
20251102,C1000459,Active,Network Issue,Vi
20251102,C1000460,Active,Network Issue,Airtel
20251102,C1000461,Active,Better Competitor Offer,Vi
20251102,C1000462,Active,Low Usage,Airtel
20251102,C1000463,Active,Better Competitor Offer,Jio
20251102,C1000464,Active,,Jio
20251102,C1000465,Active,Price Too High,Vi
20251102,C1000466,Active,Price Too High,Jio
20251102,C1000467,Active,,BSNL
20251102,C1000468,Active,Network Issue,Vi
20251102,C1000469,Active,,Jio
20251102,C1000470,Active,Network Issue,Jio
20251102,C1000471,Active,,Jio
20251102,C1000472,Active,Network Issue,Vi
20251102,C1000473,Active,,BSNL
20251102,C1000474,Active,Better Competitor Offer,Jio
20251102,C1000475,Active,,Jio
20251102,C1000476,Active,Network Issue,Airtel
20251102,C1000477,Active,Better Competitor Offer,Jio
20251102,C1000478,Active,,Airtel
20251102,C1000479,Active,Better Competitor Offer,Airtel
20251102,C1000480,Active,Better Competitor Offer,Airtel
20251102,C1000481,Active,Better Competitor Offer,Airtel
20251102,C1000482,Active,Price Too High,Airtel
20251102,C1000483,Active,Better Competitor Offer,Airtel
20251102,C1000484,Active,Better Competitor Offer,Jio
20251102,C1000485,Active,,Airtel
20251102,C1000486,Active,Network Issue,Airtel
20251102,C1000487,Active,Price Too High,Jio
20251102,C1000488,Active,,Jio
20251102,C1000489,Active,,Jio
20251102,C1000490,Active,Price Too High,Jio
20251102,C1000491,Active,Better Competitor Offer,Airtel
20251102,C1000492,Active,Price Too High,Jio
20251102,C1000493,Active,Network Issue,Airtel
20251102,C1000494,Active,Price Too High,Airtel
20251102,C1000495,Active,Price Too High,Airtel
20251102,C1000496,Active,Better Competitor Offer,Vi
20251102,C1000497,Active,Network Issue,Airtel
20251102,C1000498,Active,,Jio
20251102,C1000499,Active,,Jio
20251102,C1000500,Active,Better Competitor Offer,Jio
20251102,C1000501,Active,Better Competitor Offer,Airtel
20251102,C1000502,Active,Price Too High,Jio
20251102,C1000503,Suspended,Low Usage,Airtel
20251102,C1000504,Active,Better Competitor Offer,
20251102,C1000505,Active,Network Issue,Jio
20251102,C1000506,Active,,
20251102,C1000507,Active,Low Usage,
20251102,C1000508,Active,,BSNL
20251102,C1000509,Active,Low Usage,
20251102,C1000510,Active,Better Competitor Offer,Jio
20251102,C1000511,Active,Price Too High,Jio
20251102,C1000512,Active,,Jio
20251102,C1000513,Active,,Jio
20251102,C1000514,Active,Network Issue,Airtel
20251102,C1000515,Active,Network Issue,BSNL
20251102,C1000516,Active,Price Too High,Jio
20251102,C1000517,Active,Low Usage,Jio
20251102,C1000518,Active,,Vi
20251102,C1000519,Active,Network Issue,Jio
20251102,C1000520,Active,Better Competitor Offer,Airtel
20251102,C1000521,Active,Price Too High,Jio
20251102,C1000522,Active,,BSNL
20251102,C1000523,Active,Low Usage,Airtel
20251102,C1000524,Active,Low Usage,Vi
20251102,C1000525,Active,Price Too High,Jio
20251102,C1000526,Active,Price Too High,
20251102,C1000527,Active,Price Too High,Airtel
20251102,C1000528,Suspended,Network Issue,Vi
20251102,C1000529,Active,,
20251102,C1000530,Active,Low Usage,Airtel
20251102,C1000531,Active,,Airtel
20251102,C1000532,Active,,Jio
20251102,C1000533,Active,Better Competitor Offer,Airtel
20251102,C1000534,Active,Low Usage,
20251102,C1000535,Active,,Jio
20251102,C1000536,Active,Low Usage,
20251102,C1000537,Active,Network Issue,Vi
20251102,C1000538,Active,Price Too High,Airtel
20251102,C1000539,Active,Network Issue,Airtel
20251102,C1000540,Active,,Jio
20251102,C1000541,Active,Better Competitor Offer,Jio
20251102,C1000542,Active,Network Issue,Jio
20251102,C1000543,Active,Better Competitor Offer,Airtel
20251102,C1000544,Active,Better Competitor Offer,
20251102,C1000545,,Price Too High,Airtel
20251102,C1000546,Active,Network Issue,Airtel
20251102,C1000547,Active,Better Competitor Offer,Jio
20251102,C1000548,Active,Better Competitor Offer,Vi
20251102,C1000549,Active,Low Usage,Vi
20251102,C1000550,Active,Better Competitor Offer,Airtel
20251102,C1000551,Active,,
20251102,C1000552,Active,Better Competitor Offer,
20251102,C1000553,Active,Better Competitor Offer,Vi
20251102,C1000554,Active,,
20251102,C1000555,Active,Price Too High,Vi
20251102,C1000556,Active,Network Issue,BSNL
20251102,C1000557,Active,Network Issue,Airtel
20251102,C1000558,Active,Low Usage,Jio
20251102,C1000559,Active,Better Competitor Offer,
20251102,C1000560,Active,Low Usage,Jio
20251102,C1000561,Active,Network Issue,Jio
20251102,C1000562,Churned,Network Issue,Jio
20251102,C1000563,Active,Network Issue,Airtel
20251102,C1000564,Active,Price Too High,Jio
20251102,C1000565,Active,Better Competitor Offer,Vi
20251102,C1000566,Active,Price Too High,
20251102,C1000567,Active,Price Too High,Jio
20251102,C1000568,Active,,BSNL
20251102,C1000569,Active,Price Too High,Jio
20251102,C1000570,Active,Better Competitor Offer,Jio
20251102,C1000571,Active,Low Usage,Vi
20251102,C1000572,Active,Price Too High,
20251102,C1000573,Active,Better Competitor Offer,Jio
20251102,C1000574,Active,,Airtel
20251102,C1000575,Active,,Jio
20251102,C1000576,Active,Network Issue,
20251102,C1000577,Active,,Jio
20251102,C1000578,Active,Price Too High,Airtel
20251102,C1000579,Active,Price Too High,
20251102,C1000580,Active,Price Too High,Vi
20251102,C1000581,Active,,
20251102,C1000582,Active,Price Too High,
20251102,C1000583,Active,Price Too High,Airtel
20251102,C1000584,Active,Better Competitor Offer,Vi
20251102,C1000585,Active,Network Issue,Jio
20251102,C1000586,Active,Network Issue,
20251102,C1000587,Active,Network Issue,Jio
20251102,C1000588,Active,Network Issue,BSNL
20251102,C1000589,Active,Network Issue,Airtel
20251102,C1000590,Active,Network Issue,Airtel
20251102,C1000591,Active,Better Competitor Offer,Jio
20251102,C1000592,Active,Network Issue,Vi
20251102,C1000593,Active,Price Too High,Jio
20251102,C1000594,Active,,Jio
20251102,C1000595,Active,Price Too High,Jio
20251102,C1000596,Active,Better Competitor Offer,Jio
20251102,C1000597,Active,Network Issue,Airtel
20251102,C1000598,Active,Network Issue,Airtel
20251102,C1000599,Active,Network Issue,Jio
20251102,C1000600,Active,Network Issue,Airtel
20251102,C1000601,Active,Price Too High,BSNL
20251102,C1000602,Active,Network Issue,Vi
20251102,C1000603,Active,Network Issue,
20251102,C1000604,Active,Network Issue,Jio
20251102,C1000605,Active,Price Too High,BSNL
20251102,C1000606,Active,Network Issue,Airtel
20251102,C1000607,Active,Price Too High,Airtel
20251102,C1000608,Active,Better Competitor Offer,Airtel
20251102,C1000609,Active,Better Competitor Offer,Airtel
20251102,C1000610,Active,Network Issue,Airtel
20251102,C1000611,Active,Low Usage,Vi
20251102,C1000612,Active,Better Competitor Offer,Jio
20251102,C1000613,Active,Network Issue,Vi
20251102,C1000614,Active,,Vi
20251102,C1000615,Active,,Airtel
20251102,C1000616,Active,Network Issue,Jio
20251102,C1000617,Active,Price Too High,Jio
20251102,C1000618,Active,Low Usage,Jio
20251102,C1000619,Active,Low Usage,Jio
20251102,C1000620,Active,Network Issue,Jio
20251102,C1000621,Active,Network Issue,Jio
20251102,C1000622,Active,Price Too High,Jio
20251102,C1000623,Active,Price Too High,Airtel
20251102,C1000624,Active,Better Competitor Offer,
20251102,C1000625,Active,Price Too High,
20251102,C1000626,Active,Price Too High,Jio
20251102,C1000627,Active,Low Usage,Jio
20251102,C1000628,Active,Network Issue,Airtel
20251102,C1000629,Active,Price Too High,Jio
20251102,C1000630,Active,Low Usage,Airtel
20251102,C1000631,Active,,Airtel
20251102,C1000632,Active,Better Competitor Offer,Airtel
20251102,C1000633,Active,Better Competitor Offer,BSNL
20251102,C1000634,Active,Network Issue,BSNL
20251102,C1000635,Suspended,Price Too High,
20251102,C1000636,Active,Better Competitor Offer,Jio
